@Relation RenaultDataSet

@Attribute Model	{Megane,Clio,Laguna,Scenic,Modus,Kangoo,Grand,Twingo,Espace,Vel,Koleos,Fluence,Captur,Express,Fuego,Latitude,Nevada,Rapid,Safrane,Thalia}
@Attribute Kilometres		NUMERIC
@Attribute Price			NUMERIC
@Attribute Year 			NUMERIC 
@Attribute HorsePower		NUMERIC
@Attribute Fuel			    NUMERIC
@Attribute AirCondition	    NUMERIC
@Attribute NumOfDoors		NUMERIC
@Attribute Gear			    NUMERIC

@Data
Scenic,147100,7300,2011,81,0,1,1,0
Twingo,249000,2300,2001,55,0,1,0,0
Grand,145000,3700,2004,88,0,0,1,0
Kangoo,146000,3100,2002,48,0,1,1,0
Megane,1,1200,1997,83,0,1,1,0
Megane,28800,2200,2003,75,0,0,1,0
Megane,181000,3190,2004,72,0,0,1,0
Laguna,159000,2600,2001,89,1,0,1,0
Twingo,147000,1699,2002,44,1,1,0,0
Clio,215000,1900,2001,43,1,1,0,0
Scenic,121000,2650,2002,79,0,1,1,0
Megane,202000,2450,2002,59,0,0,1,0
Scenic,153036,2150,2002,59,0,0,1,0
Espace,244000,3050,2001,103,0,0,1,0
Clio,142100,1900,2002,55,0,1,0,0
Megane,280000,1100,1996,66,0,0,0,0
Scenic,157569,2300,2002,86,0,0,1,0
Scenic,169000,3450,2004,88,0,0,1,0
Megane,163316,2850,2004,88,1,0,1,0
Megane,180000,2850,2003,88,0,0,1,0
Scenic,165000,3150,2004,88,1,1,1,0
Megane,180000,3500,2004,88,0,0,1,0
Megane,244000,3100,2003,88,0,0,0,0
Twingo,132915,1900,2004,43,0,0,0,0
Laguna,228000,2400,2001,79,0,0,1,0
Megane,180000,1650,2001,75,0,1,1,0
Megane,209000,2390,2002,75,1,0,1,0
Clio,123456,600,1991,40,0,1,0,0
Megane,167000,4400,2008,63,1,1,0,0
Clio,95000,1100,1992,40,0,0,1,0
Scenic,143000,3100,2003,98,0,0,1,0
Espace,183000,3900,2006,88,1,0,1,0
Scenic,175000,2700,2001,79,0,1,1,0
Clio,126000,1500,2001,48,0,0,0,0
Scenic,158784,2500,2001,75,1,1,1,0
Megane,128560,2800,2004,60,1,0,0,0
Megane,149000,6999,2010,81,1,1,1,0
Scenic,170000,4100,2004,88,0,1,1,0
Megane,128800,6090,2010,81,1,1,1,0
Megane,212000,3000,2005,60,0,0,1,0
Clio,120000,750,1993,40,0,1,0,0
Megane,150500,5999,2007,96,1,0,0,0
Clio,220000,900,1996,47,1,1,0,0
Laguna,260000,2500,2002,88,1,0,1,0
Clio,200000,1500,2000,55,1,0,1,0
Megane,50000,8500,2009,81,1,0,1,0
Laguna,1,1790,2001,85,0,0,1,0
Megane,145500,3390,2005,60,0,1,1,0
Megane,190000,3200,2005,74,1,1,1,0
Scenic,142000,2400,2001,79,1,0,1,0
Fluence,60000,7000,2011,96,0,0,1,0
Scenic,156739,3500,2005,88,0,0,1,0
Clio,199235,1350,2002,50,1,0,0,0
Megane,191372,2200,2001,75,0,0,1,0
Megane,210000,1850,2000,59,0,1,1,0
Clio,171000,2599,2002,60,0,1,1,0
Scenic,201000,2000,2002,75,0,1,1,0
Laguna,170000,2800,2003,88,1,1,1,0
Megane,280000,3100,2005,60,0,0,1,0
Scenic,220000,1250,1998,66,1,0,1,0
Clio,170000,2049,2001,48,0,1,0,0
Scenic,196000,2800,2004,74,1,0,1,0
Megane,150421,3250,2005,81,0,1,1,0
Clio,153000,1800,2000,44,1,0,1,0
Espace,220000,3990,2004,100,0,1,1,0
Kangoo,164578,2900,2006,42,1,1,1,0
Scenic,200000,3655,2004,88,0,1,1,0
Clio,239000,1550,2003,48,0,1,0,0
Laguna,280000,1800,2001,88,1,0,1,0
Espace,203000,3000,2002,102,0,1,1,0
Laguna,235000,2000,2002,88,1,0,1,0
Clio,195000,1200,2001,46,1,0,0,0
Scenic,112000,3100,2003,79,0,0,1,0
Laguna,147000,2150,2003,74,0,0,1,0
Twingo,143000,1650,2002,55,0,1,0,0
Laguna,179000,2600,2002,74,0,0,1,0
Megane,280000,1122334455,1998,47,0,1,1,0
Megane,190000,3200,2004,60,1,1,1,0
Megane,170,2650,2003,72,1,0,1,0
Twingo,124000,1700,2003,55,0,1,0,1
Twingo,221500,550,1998,44,0,0,0,0
Megane,240000,1950,2001,79,1,0,1,0
Clio,166000,2450,2001,72,0,0,1,0
Megane,164,3450,2005,88,1,1,1,0
Megane,187000,4400,2007,60,0,0,1,0
Laguna,255000,2350,2003,79,0,0,1,0
Clio,205000,1650,2004,43,1,1,0,0
Scenic,280000,3400,2005,85,0,0,1,0
Scenic,150000,2200,2001,79,0,1,1,0
Twingo,109210,1250,1998,43,0,0,0,0
Megane,261759,3500,2003,83,0,1,1,0
Megane,244000,1850,2001,79,0,1,1,0
Clio,180000,950,2001,79,1,0,0,0
Scenic,180000,4750,2006,96,1,1,1,0
Megane,190000,1800,2001,57,0,1,1,0
Clio,196800,3850,2007,50,1,0,0,0
Laguna,215000,5999,2008,110,0,0,1,0
Clio,190000,4300,2007,63,0,1,1,0
Megane,163000,4200,2007,78,0,0,1,0
Laguna,190000,1190,1999,86,0,0,1,0
Megane,142000,2900,2002,83,0,0,1,0
Scenic,205000,2200,2002,79,1,0,1,0
Megane,149000,2500,2003,90,1,1,1,0
Megane,198000,1122334455,2006,96,0,0,1,0
Megane,200000,2999,2003,83,0,1,0,0
Megane,168000,2550,2003,60,0,0,0,0
Megane,83702,6200,2008,63,1,0,1,0
Clio,131000,1800,2003,43,1,1,0,0
Scenic,155000,6700,2009,82,1,1,1,0
Scenic,209874,1450,1998,82,0,0,1,0
Megane,202000,3900,2006,63,0,0,1,0
Clio,138000,4000,2007,55,0,1,1,0
Twingo,154453,5450,2009,98,0,0,0,0
Laguna,214000,3550,2005,89,1,0,1,0
Megane,63400,7800,2010,75,1,1,1,0
Megane,260000,4200,2005,82,0,0,1,0
Megane,61000,7499,2010,81,0,0,1,0
Megane,177000,1122334455,2011,66,1,1,1,0
Scenic,214063,3500,2004,60,0,0,1,0
Clio,190000,2390,2001,55,0,1,1,0
Espace,183690,3400,2005,120,0,0,1,0
Megane,167900,4350,2008,63,0,0,1,0
Megane,173000,2490,2001,77,0,0,1,0
Scenic,160000,3000,2003,88,1,1,1,0
Captur,3,1122334455,2015,66,0,0,1,0
Clio,140000,2250,2003,55,1,1,1,0
Vel,216129,7200,2008,129,0,0,1,0
Espace,199012,7400,2009,110,0,0,1,0
Clio,130000,5650,2012,66,0,0,0,0
Megane,140000,6399,2011,81,0,1,1,0
Clio,150000,4499,2010,51,1,0,0,0
Clio,140000,5199,2010,51,0,0,1,0
Clio,120000,4999,2009,51,0,1,1,0
Megane,132000,3650,2007,82,1,1,1,0
Megane,151000,2550,2003,75,1,0,1,0
Scenic,70800,3300,2004,74,0,0,1,0
Clio,135000,2450,2003,55,0,0,0,0
Espace,207000,3700,2004,110,0,0,1,0
Laguna,198000,2200,2002,89,0,1,1,0
Megane,132000,4400,2006,110,1,1,1,0
Laguna,177000,6450,2009,81,0,0,1,0
Laguna,187000,1122334455,2008,110,0,1,1,0
Grand,175000,7800,2007,125,1,1,1,1
Megane,176598,2800,2004,100,0,0,1,1
Grand,227300,4350,2008,88,0,0,1,0
Scenic,164000,2499,2002,79,0,0,1,0
Scenic,183000,3299,2004,60,0,1,1,0
Laguna,142059,2250,2001,79,1,0,1,0
Scenic,189658,1990,2001,75,0,0,1,0
Clio,135002,2450,2004,72,0,0,1,0
Vel,200000,800,2004,147,0,0,1,0
Grand,150000,3350,2005,88,0,0,1,0
Twingo,146000,1899,2002,55,0,0,0,0
Clio,97000,5799,2010,50,1,0,1,0
Megane,142000,4490,2007,78,0,0,1,0
Scenic,189000,4650,2007,78,0,0,1,0
Laguna,121000,4550,2007,96,0,1,1,0
Clio,94000,4550,2009,50,0,0,0,0
Clio,182500,2600,2006,50,1,1,0,0
Clio,218000,1650,2003,48,0,1,0,0
Megane,170000,2390,2004,88,0,0,1,0
Megane,167000,2590,2003,88,0,1,1,0
Clio,154000,2700,2003,43,0,1,1,0
Megane,160000,4200,2007,96,1,0,1,0
Megane,143000,2500,2001,79,1,0,1,0
Clio,156000,1999,2001,55,1,1,0,0
Laguna,178000,2500,2002,79,1,0,1,0
Megane,169000,3999,2007,63,0,1,1,0
Grand,164000,4850,2007,96,0,0,1,0
Scenic,228161,4590,2006,96,1,1,1,0
Scenic,174606,3950,2004,88,0,0,1,0
Megane,240000,1150,1996,55,0,0,1,0
Clio,125000,4300,2007,63,1,1,1,0
Clio,139000,2200,2002,60,1,1,0,0
Grand,184000,3799,2004,88,0,1,1,0
Megane,61,1122334455,2008,75,0,1,1,0
Megane,172820,3300,2004,74,0,1,1,0
Megane,238000,1850,2002,79,1,0,1,0
Scenic,170000,3750,2005,74,1,0,1,0
Megane,146000,2990,2004,74,1,1,1,0
Grand,260000,3400,2005,85,1,1,1,0
Laguna,172,2700,2004,88,0,0,1,0
Megane,202000,4400,2006,78,0,0,1,0
Twingo,162000,1250,1999,55,0,0,0,0
Scenic,172400,6650,2010,81,0,1,1,0
Clio,140000,4799,2011,55,0,1,0,0
Laguna,121300,1122334455,2002,89,0,1,1,0
Laguna,212000,2400,2002,74,0,0,1,0
Clio,129409,2150,2003,44,0,0,1,0
Megane,182000,3250,2004,88,0,0,1,0
Laguna,223350,2700,2003,88,1,0,1,0
Twingo,124000,2150,2005,43,0,0,0,0
Espace,290000,2500,2004,85,0,0,1,0
Megane,103000,4999,2006,78,0,0,1,0
Clio,162000,2150,2003,44,0,1,1,0
Megane,172000,2400,2002,79,0,0,1,1
Vel,300,1499,2003,100,0,0,1,0
Megane,143250,2690,2003,60,0,0,1,0
Megane,475000,1500,2004,74,0,0,1,0
Laguna,290000,1100,1994,66,0,0,1,0
Clio,91300,3700,2005,55,1,0,0,0
Scenic,185000,2350,2001,102,1,0,1,0
Scenic,178000,800,1998,66,0,0,1,0
Laguna,170000,2900,2002,79,0,0,1,0
Megane,212000,2990,2003,88,1,1,1,0
Megane,96300,4800,2006,78,1,1,1,0
Modus,133300,3300,2005,72,0,1,1,0
Clio,150000,1600,2002,48,0,1,0,0
Grand,210000,6000,2007,110,0,1,1,1
Megane,158000,1122334455,2004,74,0,0,1,0
Scenic,250000,3400,2000,100,1,0,1,0
Laguna,159000,1122334455,2008,103,0,0,1,0
Laguna,227500,2100,2002,88,0,0,1,0
Megane,260000,1500,2000,59,1,0,1,0
Megane,129000,6000,2010,66,1,0,1,0
Scenic,240000,3450,2004,88,1,0,1,0
Clio,176542,1380,2000,43,0,0,0,0
Kangoo,186000,3200,2004,55,1,1,1,0
Laguna,185000,2450,2001,88,0,1,1,0
Scenic,250000,3200,2002,101,1,1,1,0
Megane,180585,9350,2010,81,1,1,1,1
Scenic,199000,1799,2003,85,0,1,1,0
Clio,201137,2600,2002,48,0,1,1,0
Laguna,160155,2500,2001,89,1,0,1,0
Kangoo,191500,2100,2002,40,0,0,0,0
Kangoo,257500,2750,2002,70,0,0,1,0
Megane,214000,2450,2003,74,0,0,1,0
Espace,203000,1900,2006,125,1,0,1,1
Megane,202000,3500,2004,88,0,0,1,0
Kangoo,150000,2250,2003,48,0,0,1,0
Megane,187652,2850,2003,83,0,0,1,0
Scenic,170000,3150,2003,88,1,1,1,0
Twingo,190000,1650,2002,43,1,0,0,0
Clio,115000,3300,2002,129,0,1,0,0
Laguna,210000,2600,2002,88,0,0,1,0
Megane,190000,3999,2007,75,1,0,1,0
Laguna,240000,2200,2002,88,1,0,1,0
Clio,162000,4690,2011,50,0,0,0,0
Clio,238000,3150,2007,51,1,1,0,0
Laguna,196000,7000,2008,81,0,0,1,0
Clio,169874,3000,2004,79,1,0,1,0
Laguna,30000,700,1996,72,1,0,1,0
Clio,160800,2600,2002,55,0,0,1,0
Megane,149000,2600,2003,88,0,0,0,0
Megane,100000,2100,2002,75,0,0,1,0
Clio,176,2100,2003,48,0,0,0,0
Clio,161000,5050,2010,50,0,0,1,0
Clio,163000,2600,2002,55,1,1,0,0
Scenic,182124,2199,2002,79,0,0,1,1
Laguna,164600,5150,2007,96,1,0,1,0
Scenic,195000,3100,2003,79,0,1,1,0
Scenic,160000,8200,2011,78,0,1,1,0
Clio,196201,2290,2002,48,0,1,1,0
Megane,150000,1122334455,2001,79,0,1,1,0
Clio,110000,3800,2006,55,0,1,1,0
Megane,172000,3350,2003,60,0,0,0,0
Megane,118000,6100,2009,96,0,0,1,0
Laguna,1,2450,2003,74,0,1,1,0
Megane,199000,3300,2006,63,1,0,1,0
Scenic,113790,3850,2003,83,0,1,1,0
Megane,180000,3000,2003,88,1,1,1,0
Megane,226000,3000,2003,88,0,0,1,0
Megane,189000,2000,2002,70,0,0,1,0
Clio,106883,4290,2007,55,0,0,1,0
Megane,233000,1500,2003,79,0,1,1,0
Megane,295000,1300,1997,66,0,0,0,0
Scenic,184000,2300,2003,75,1,0,1,0
Scenic,150000,1122334455,2003,79,0,0,1,0
Megane,189000,2100,2002,59,0,0,1,0
Clio,202000,2300,2002,48,0,0,1,0
Laguna,181000,3650,2006,81,0,1,1,0
Megane,250500,3499,2005,96,0,0,1,0
Megane,228810,4200,2007,63,0,0,1,0
Scenic,124000,2150,2002,79,1,0,1,0
Clio,125050,2150,2001,55,1,0,1,0
Megane,230000,3400,2003,88,1,1,1,0
Megane,250000,2600,2003,94,1,0,0,0
Megane,170897,3995,2004,86,1,1,1,0
Clio,162655,1950,2001,55,1,1,1,0
Megane,190000,420,1997,55,1,0,1,0
Clio,140000,4492,2008,55,1,1,1,0
Laguna,222490,2700,2001,103,0,1,1,0
Scenic,162000,5450,2008,96,1,1,1,0
Megane,160000,2800,2004,88,0,1,1,0
Clio,226000,850,1998,40,1,0,0,0
Laguna,250000,2300,2001,88,0,0,1,0
Scenic,235844,1609,1998,66,1,0,1,0
Megane,200000,2100,2002,79,0,0,1,0
Laguna,170000,8300,2009,96,0,0,1,0
Megane,131196,6500,2010,63,0,0,1,0
Megane,103250,1900,2002,70,1,0,1,0
Clio,190000,2500,2002,72,0,1,0,0
Megane,143217,2900,2006,96,0,1,1,0
Clio,182000,3450,2007,50,0,1,0,0
Megane,30760,12300,2011,96,0,0,0,0
Grand,135000,8500,2010,96,0,1,1,0
Megane,190000,1950,2002,59,0,1,1,0
Twingo,186000,1900,1998,40,0,1,0,0
Laguna,299000,1700,2002,72,1,0,1,0
Megane,143000,2750,2003,83,1,0,0,0
Clio,137099,2550,2002,48,0,1,1,0
Laguna,157000,3550,2005,88,0,1,1,0
Laguna,148000,2850,2004,88,1,0,1,0
Megane,208000,3190,2002,60,0,0,1,0
Clio,155000,5299,2008,74,0,1,1,0
Clio,103000,5800,2007,63,0,1,0,1
Scenic,145000,2690,2002,75,0,0,1,0
Scenic,150000,2350,2001,79,1,0,1,0
Twingo,125000,2300,2004,45,0,1,0,0
Scenic,165000,2750,2003,88,1,1,1,0
Megane,168075,6150,2009,63,0,0,1,0
Megane,153228,2900,2003,60,0,0,1,0
Clio,99000,2650,2004,48,0,0,1,0
Megane,163000,2390,2003,60,0,0,0,0
Clio,205797,2650,2004,74,0,1,1,0
Scenic,140247,3300,2004,88,0,0,1,0
Clio,113942,2300,2002,55,1,0,1,0
Scenic,202000,3450,2004,88,0,1,1,0
Laguna,180200,2399,2004,74,0,0,1,0
Scenic,170000,3399,2004,74,0,0,1,0
Kangoo,210000,3200,2005,63,1,0,1,0
Megane,145000,1950,2002,77,0,1,1,0
Espace,210000,4450,2005,88,0,1,1,0
Megane,180000,6700,2010,96,1,1,1,0
Kangoo,1,3700,2003,48,1,0,1,0
Grand,153000,9900,2011,81,0,1,1,0
Grand,193671,3690,2005,88,0,1,1,0
Twingo,119101,2099,2003,55,0,0,0,0
Megane,172775,2099,2001,75,0,0,1,0
Laguna,193000,3050,2004,88,1,0,1,0
Kangoo,170000,5790,2008,63,1,0,1,0
Megane,144000,4950,2008,77,0,1,0,0
Megane,171995,2400,2001,59,1,1,1,0
Laguna,139311,2750,2003,79,0,0,1,0
Laguna,158000,6950,2010,110,0,1,1,0
Megane,210000,2790,2004,88,0,0,1,0
Scenic,151047,6950,2011,70,0,0,1,0
Clio,180100,3800,2007,50,1,0,1,0
Laguna,168000,2700,2001,89,1,0,1,0
Megane,148000,2400,2002,70,0,1,1,0
Laguna,260000,1750,2002,76,0,1,1,0
Scenic,150100,2250,2003,79,1,0,1,0
Laguna,160000,9350,2012,81,0,1,1,0
Grand,185000,3550,2005,88,0,0,1,0
Laguna,156000,1300,2002,88,0,1,1,0
Megane,135724,3250,2006,63,0,0,0,0
Vel,170000,3700,2002,110,1,1,1,0
Megane,4300,9400,2014,81,1,1,1,0
Clio,66666,1025,1992,43,0,1,1,0
Clio,210000,2100,2002,55,0,0,0,0
Scenic,200000,2450,2003,75,1,0,1,0
Clio,146,3199,2004,60,1,0,1,0
Laguna,286000,1300,1995,83,0,1,1,0
Scenic,191700,2450,2001,79,1,1,1,0
Laguna,195500,2350,2001,79,0,1,1,0
Kangoo,164859,2800,2001,70,1,1,1,0
Twingo,124000,2000,2003,54,1,0,0,0
Scenic,165,2600,2003,75,1,0,1,0
Espace,400000,1700,2002,95,0,0,1,0
Clio,220000,1350,2005,44,1,0,0,0
Scenic,215000,2450,2001,75,0,0,1,0
Laguna,181000,4000,2005,81,0,0,1,0
Clio,173481,2650,2002,60,1,1,1,0
Modus,171893,3300,2005,63,0,0,1,0
Megane,180000,2850,2003,88,0,1,1,0
Scenic,192700,2800,2002,75,0,0,1,0
Laguna,190040,2350,2002,88,1,0,1,0
Megane,139778,1850,2002,78,0,0,0,0
Megane,147214,2950,2003,60,1,0,1,0
Megane,183000,2800,2003,88,0,1,1,0
Kangoo,146000,3000,2005,67,0,1,1,0
Megane,211000,1900,2002,75,0,0,1,0
Scenic,138000,3850,2006,88,1,1,1,0
Laguna,303000,2550,2002,88,0,0,1,0
Laguna,214000,3050,2004,88,0,1,1,0
Scenic,170100,3900,2005,77,0,1,1,0
Megane,240000,2700,2003,88,0,0,1,0
Scenic,102000,3290,2004,60,1,1,1,0
Scenic,154000,7799,2011,81,1,1,1,0
Twingo,77000,2100,2004,43,1,1,0,0
Megane,218000,2000,2001,79,1,0,1,1
Megane,165000,2300,2003,88,0,1,1,0
Clio,216,1400,1999,47,1,1,0,0
Kangoo,154000,2199,2001,50,1,1,1,0
Clio,223654,850,1991,54,0,0,0,0
Clio,265000,1700,2002,48,0,0,0,0
Laguna,215000,750,1996,87,0,1,1,0
Megane,175932,2700,2003,60,1,1,0,0
Megane,216000,3500,2004,88,1,1,1,0
Megane,269500,1900,2002,70,0,0,1,0
Laguna,190000,6700,2008,81,1,1,1,0
Clio,161510,2350,2002,43,0,0,1,0
Clio,76111,5199,2009,55,0,0,1,0
Laguna,164000,3700,2005,82,1,1,1,0
Laguna,185000,3650,2005,88,1,1,1,0
Megane,1,2000,2001,43,0,1,1,0
Clio,187000,2350,2002,55,0,1,1,0
Clio,154300,2000,2001,55,1,0,0,0
Clio,167000,1600,2003,55,0,0,1,0
Megane,93000,9000,2011,81,1,0,1,0
Laguna,191235,1150,1995,85,0,1,1,0
Laguna,182000,1199,1999,86,1,1,1,0
Megane,196436,2000,2002,75,1,1,1,0
Clio,145000,2450,2003,60,1,0,1,0
Clio,127,2399,2004,60,0,0,0,0
Grand,177000,3500,2004,88,0,0,1,0
Clio,127400,2400,2005,48,0,1,0,0
Megane,220000,3000,2004,60,1,0,1,0
Twingo,130000,1550,2001,43,0,0,0,0
Megane,180000,500,1997,67,1,0,0,0
Espace,236887,2450,2005,115,0,0,1,0
Clio,150000,1750,2001,59,0,0,1,0
Clio,180000,720,2000,43,0,0,0,0
Clio,143000,1990,2005,43,0,1,0,0
Clio,178000,3900,2006,63,0,1,1,0
Megane,140000,3400,2008,66,0,1,0,0
Clio,82000,4900,2008,55,0,0,1,0
Megane,109000,3700,2006,78,0,0,1,0
Kangoo,236000,2800,2006,50,0,1,0,0
Scenic,100000,5000,2005,74,0,0,1,0
Laguna,189700,3950,2005,88,0,1,1,0
Scenic,200000,2600,2003,80,0,0,1,0
Clio,26200,1950,2002,42,0,1,0,0
Clio,135000,2400,2001,60,0,0,0,0
Laguna,215900,3300,2004,88,0,1,1,0
Megane,143000,6500,2009,81,0,0,1,0
Megane,181653,1999,2003,88,1,1,0,0
Twingo,200000,1100,1998,43,1,0,0,0
Megane,158000,2800,2004,89,0,0,0,0
Megane,228222,2550,2003,88,0,1,1,0
Megane,199060,1900,2002,75,0,0,1,0
Grand,200000,4300,2003,88,0,1,1,0
Kangoo,185,1122334455,2001,47,0,0,1,0
Clio,131000,2000,2002,66,0,0,1,1
Megane,181000,3300,2005,60,0,1,0,0
Scenic,222850,5500,2007,99,1,0,1,1
Megane,144000,6500,2011,66,0,0,1,0
Twingo,164000,800,1998,43,0,0,0,0
Clio,150000,4650,2010,51,0,1,0,0
Megane,65000,10000,2010,81,1,0,0,0
Clio,131000,2200,2002,63,1,1,0,0
Scenic,225000,4950,2007,78,1,0,1,0
Scenic,225000,4950,2007,78,0,0,1,0
Clio,165000,2750,2002,60,1,0,1,0
Clio,163000,2590,2002,48,0,0,1,0
Clio,175160,2300,2005,43,1,1,0,0
Megane,176000,2700,2002,88,0,0,0,0
Megane,183179,3250,2004,74,1,0,1,0
Clio,114000,2100,2002,48,1,1,0,0
Megane,199000,2990,2006,78,0,0,1,0
Megane,157000,3100,2004,88,0,0,1,0
Megane,145000,3390,2004,88,1,1,1,0
Scenic,149500,7600,2009,78,0,1,1,0
Grand,48158,4699,2005,88,0,0,1,0
Clio,127859,2500,2001,55,0,1,1,0
Clio,155489,2400,2003,55,0,1,1,0
Clio,94670,4100,2006,55,1,1,1,0
Scenic,164000,2500,2002,79,0,1,1,0
Megane,123000,2350,2001,70,0,1,1,0
Megane,189000,1999,2002,83,0,1,1,0
Twingo,114000,2600,2004,43,0,1,0,0
Modus,145532,3190,2004,55,0,0,1,0
Scenic,227131,2700,2001,75,1,0,1,0
Clio,15,2750,2005,48,0,0,0,0
Kangoo,230000,2750,2002,70,0,0,1,0
Grand,128278,10490,2011,110,0,0,1,1
Clio,187500,2150,2002,43,0,0,0,0
Megane,180000,3000,2003,60,0,1,0,0
Megane,168800,3100,2005,83,0,0,1,0
Megane,238113,2900,2005,60,0,1,1,0
Clio,151000,1900,2005,48,1,0,0,0
Laguna,170260,2999,2004,74,1,1,1,0
Megane,160200,2150,2003,74,0,1,1,0
Scenic,160000,6550,2009,66,0,0,1,0
Scenic,174000,3500,2004,74,0,0,1,0
Laguna,185000,2800,2004,74,0,0,1,0
Laguna,226000,2250,2003,74,1,0,1,0
Clio,170000,1920,2004,40,0,1,0,0
Megane,248000,3300,2006,88,0,1,1,0
Megane,179000,3790,2005,88,0,1,1,0
Megane,130000,2550,2001,70,1,1,0,0
Scenic,225000,2500,2001,79,0,0,1,0
Megane,231000,2000,2002,75,1,0,1,0
Megane,230000,1850,2001,72,0,0,1,0
Twingo,205000,1950,2003,55,0,1,0,0
Megane,228000,1850,2002,74,0,0,1,0
Laguna,220000,2250,2001,74,1,0,1,0
Megane,145000,2700,2003,88,0,1,1,0
Kangoo,305000,1800,1999,47,1,1,1,0
Megane,242000,1100,1997,55,1,0,1,0
Clio,217000,2299,2005,48,1,0,0,0
Scenic,178000,2600,2003,98,0,0,1,0
Laguna,169000,2900,2004,88,0,0,1,0
Megane,156543,3300,2007,78,0,1,1,0
Laguna,163000,3500,2003,88,0,0,1,0
Scenic,128936,3399,2003,66,0,1,1,0
Laguna,230000,3100,2003,88,0,1,1,0
Scenic,160000,3600,2001,78,0,0,1,0
Megane,250000,1950,2001,79,0,0,1,0
Megane,157000,2700,2003,80,0,0,1,0
Clio,253500,1600,2001,48,0,0,0,0
Scenic,237737,2450,2001,79,0,1,1,0
Laguna,250000,1950,2001,88,0,0,1,0
Clio,137480,2550,2003,43,0,0,1,0
Megane,181000,3350,2008,63,0,1,0,0
Laguna,260000,4100,2006,120,0,0,1,0
Megane,146000,2300,2001,70,0,0,1,0
Clio,152000,2150,2004,40,0,0,1,0
Scenic,206000,3900,2002,75,1,1,1,0
Clio,238000,1499,2002,42,0,0,0,0
Espace,1,2600,2001,110,1,0,1,0
Megane,167000,3300,2003,60,0,1,1,0
Clio,122000,2555,2003,55,0,0,1,0
Clio,196755,2100,2001,43,0,0,0,0
Laguna,260000,2300,2002,79,1,0,1,0
Twingo,180000,720,2002,55,0,0,0,0
Laguna,300000,2100,2002,74,0,0,1,0
Clio,248000,1750,2003,48,0,1,0,0
Laguna,209800,2250,2001,79,0,1,1,0
Clio,202000,2150,2003,48,0,1,1,0
Megane,206000,2200,2001,70,0,0,1,0
Scenic,225300,2650,2002,79,0,0,1,0
Megane,175000,2300,2003,81,1,0,1,1
Clio,180000,600,1998,47,0,0,0,0
Scenic,219356,2990,2004,88,1,1,1,0
Laguna,24145,1350,1995,83,0,1,1,0
Scenic,1,1999,2001,102,0,1,1,0
Twingo,163000,1600,2002,50,0,1,0,0
Megane,234,3100,2005,60,0,1,1,0
Scenic,180000,3150,2004,74,0,1,1,0
Scenic,167000,4700,2007,78,0,1,1,0
Scenic,185000,2200,2002,59,1,1,1,0
Clio,191757,4800,2008,50,0,0,1,0
Clio,182500,1950,2002,55,0,0,0,0
Twingo,147000,1350,2002,43,0,0,0,0
Scenic,260000,2200,2001,75,1,0,1,0
Laguna,182000,2350,2003,74,1,0,1,0
Kangoo,249152,3500,2004,85,0,1,1,0
Megane,200000,1600,1998,66,1,0,1,0
Twingo,60598,5700,2009,56,0,1,0,0
Megane,168000,2250,2002,59,0,1,1,0
Twingo,150000,1122334455,1997,40,1,1,0,0
Laguna,200000,2590,2003,88,1,1,1,0
Twingo,119685,2200,2001,43,0,1,0,0
Clio,136205,2699,2004,79,0,0,1,0
Megane,205000,2500,2003,85,0,0,1,0
Laguna,210000,1400,1997,66,0,0,1,0
Megane,180000,2890,2004,60,0,0,0,0
Clio,183694,1200,2002,55,1,0,0,0
Scenic,140000,2800,2003,75,0,0,1,0
Espace,285000,1799,1992,90,0,0,1,0
Scenic,224000,3500,2004,88,0,0,1,0
Kangoo,140000,3500,2002,47,1,0,1,0
Clio,102000,3200,2004,72,0,0,0,0
Scenic,222700,2350,2002,70,0,1,1,0
Laguna,1000000,1000,1984,83,1,1,1,0
Megane,140000,4500,2004,88,1,0,0,0
Laguna,2002567,2450,2003,88,0,0,1,0
Laguna,210000,2250,2001,88,1,0,1,0
Megane,192000,2850,2001,79,0,1,0,0
Kangoo,210000,2950,2003,42,0,0,1,0
Scenic,161000,2200,2001,79,1,1,1,0
Thalia,211700,1600,2001,55,1,1,1,0
Laguna,263000,2100,2002,88,0,0,1,0
Scenic,157165,3650,2005,81,0,0,1,0
Laguna,201000,3400,2004,75,0,0,1,0
Scenic,143000,2800,2003,100,1,1,1,0
Clio,195000,1950,2001,55,1,1,0,0
Scenic,213,3400,2004,60,1,0,1,0
Scenic,1,3650,2004,61,1,0,1,0
Vel,181000,4390,2002,120,1,1,1,0
Grand,180000,3300,2004,88,0,0,1,0
Grand,180000,3300,2004,88,0,1,1,0
Kangoo,135000,2700,2002,55,0,1,1,1
Clio,103779,4100,2007,55,0,0,1,0
Clio,186000,1200,2003,72,1,0,1,0
Clio,175160,2290,2005,48,1,0,0,0
Scenic,196000,3500,2005,88,0,0,1,0
Clio,176000,1850,2002,48,1,1,1,0
Twingo,138353,1700,2001,43,0,1,0,0
Kangoo,142000,3350,2004,55,0,0,1,0
Megane,158414,2100,2001,79,0,1,1,0
Laguna,167000,2590,2003,74,0,1,1,0
Scenic,1,3500,2003,88,1,1,1,0
Scenic,150000,2750,2002,88,0,0,1,0
Clio,178000,1800,2001,55,1,0,0,0
